,composer,details_url,duration,filename_xml,genre,hasError,key,name,primary_time_signature,secondary_time_signatures,source_url,tempo,year
588,G. Verdi,piece-info.cgi?id=1400,1132.0,../data/output/3caf2931ad02293d3d17a432409f011f4ecf0ec6.xml,Romantic,False,B- major,La Traviata - N7 Scena e duetto,4/4,[],,60.0, 
589,G. Verdi,piece-info.cgi?id=1517,163.99375,../data/output/a792dd748e2bde8c0fe3e58a802b1d0c1fe1a5ad.xml,Romantic,False,D major,La Traviata - N16 Coro baccanale,4/4,[],,60.0, 
590,J. Wanhal,piece-info.cgi?id=192,62.22222222222223,../data/output/537acf88c490533a476940b1a8c110d139b84ea0.xml,Classical,False,F major,Rondo,4/4,[],,108.0,18th Century
591,G. Verdi,piece-info.cgi?id=1213,196.0,../data/output/4cbd6dab362a058baacd92d7979f005118fc5e6e.xml,Romantic,False,E major,La Traviata - Preludio,4/4,[],,60.0, 
592,G. Verdi,piece-info.cgi?id=1515,123.0,../data/output/7a9aa35fe7b39a49e004fa6ce28c9c0d1fb176dd.xml,Romantic,False,E- major,La Traviata - N14 Largo del Finale II,4/4,[],,120.0, 
593,G. Verdi,piece-info.cgi?id=1516,542.0,../data/output/1d56c7637934086a90a434ebd725542566c48d9a.xml,Romantic,False,a minor,La Traviata - N15 Scena ed Aria,4/4,[],,60.0, 
594,G. Verdi,piece-info.cgi?id=1519,476.0,../data/output/77cc237ba466ab1a0b81b1f74a78db7f6d24d80e.xml,Romantic,False,c# minor,La Traviata - N18 Scena finale,4/4,[],,60.0, 
595,G. Verdi,piece-info.cgi?id=1518,999.0,../data/output/98cf59b139e76bf1201eeaece9b365484729c0a2.xml,Romantic,False,C major,La Traviata - N17 Scena e duetto,4/4,[],,60.0, 
596,Yaniewicz,piece-info.cgi?id=681,66.97674418604652,../data/output/14f7c194f6ebe5dc7cb72786d32ab61a8c8c72fe.xml,Popular / Dance,False,C major,Les Lanciers,4/4,[],,86.0,c1860
597,G. Verdi,piece-info.cgi?id=1514,1122.0,../data/output/0ec9be6f19d631bc8b571e490bf2857d5198a8a8.xml,Romantic,False,f minor,La Traviata - N13 Seguito del Finale II,4/4,[],,60.0, 
598,,http://kern.ccarh.org/cgi-bin/ksdata?location=users/cutler/tmte/ch24&file=N6e.krn&format=info,20.0,../data/output/859c17427b612d62aac51ab14ad809c7ff62d722.xml,,False,a minor,"N6e. Chopin, Mazurka, op. 41 no. 2, mm. 1-8",4/4,[],,72.0,
599,"Chopin, Frederic",http://kern.ccarh.org/cgi-bin/ksdata?location=users/craig/classical/chopin/mazurka&file=mazurka63-3.krn&format=info,115.5,../data/output/c05aff259adc395acca7cb42cff8b941f63dfb0a.xml,,False,c# minor,"Mazurka in C-sharp Minor, Op. 63, No. 3",4/4,[],,120.0,1846
600,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f24.krn&l=musedata/bach/keyboard/wtc&format=info,,../data/output/cd1f471606732412448ecafc853a2b68da0c95f8.xml,Baroque,True,,Fugue,,,,,1742
601,"Mozart, Wolfgang Amadeus",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata03-1.krn&l=users/craig/classical/mozart/piano/sonata&format=info,178.79999999999998,../data/output/fa8b6eb1aa5e7a31156d2e9fcf47218dc699e0eb.xml,,False,B- major,Piano Sonata No. 3 in B-flat major,4/4,[],,100.0,1774
602,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f23.krn&l=musedata/bach/keyboard/wtc&format=info,215.17241379310346,../data/output/5e5c35310383699098841f2a7760a6f6e0a09a36.xml,Baroque,False,g# minor,Fugue,4/4,[],,116.0,1742
603,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p24.krn&l=musedata/bach/keyboard/wtc&format=info,132.0,../data/output/7d0d99d532e9c92a6e5ee054bddf8a4cc6a22a1c.xml,Baroque,False,b minor,Prelude,4/4,[],,120.0,1742
604,"Scriabin, Alexander",http://kern.ccarh.org/cgi-bin/ksdata?location=users/craig/classical/scriabin/op8&file=etude8-06.krn&format=info,132.95454545454544,../data/output/1c0632def24a9a4ca9951f2e5734cdfe9ec19748.xml,,False,A major,"Etude, Op. 8, No. 6",4/4,[],,88.0,1894
605,"Scriabin, Alexander",http://kern.ccarh.org/cgi-bin/ksdata?location=users/craig/classical/scriabin/op8&file=etude8-09.krn&format=info,187.27272727272728,../data/output/d079c75d77bee7c389403acfe4982c9ed29b7b39.xml,,False,g# minor,"Etude, Op. 8, No. 9",4/4,[],,132.0,1894
606,"Scriabin, Alexander",http://kern.ccarh.org/cgi-bin/ksdata?location=users/craig/classical/scriabin/op8&file=etude8-04.krn&format=info,59.99875,../data/output/3ec2303aa4f57168a42a2cc5f7976c214f5e7a8d.xml,,False,B major,"Etude, Op. 8, No. 4",4/4,[],,100.0,1894
607,"Scriabin, Alexander",http://kern.ccarh.org/cgi-bin/ksdata?location=users/craig/classical/scriabin/op59&file=prelude59-2.krn&format=info,93.0,../data/output/801935d5f0117f3280463da1201d2393d05d5224.xml,,False,F major,"Prelude Op. 59, No. 2",4/4,[],,120.0,1910
608,"Scriabin, Alexander",http://kern.ccarh.org/cgi-bin/ksdata?location=users/craig/classical/scriabin/op65&file=etude65-2.krn&format=info,117.0,../data/output/e18e2d04b6743704506aa12e12a8b720efbc928b.xml,,False,d minor,"Etude Op. 65, No. 2",4/4,[],,80.0,1911-1912
609,"Scriabin, Alexander",http://kern.ccarh.org/cgi-bin/ksdata?location=users/craig/classical/scriabin/op8&file=etude8-03.krn&format=info,79.56521739130434,../data/output/140913fd57de6178f4a17c4c44284063291e531e.xml,,False,b minor,"Etude, Op. 8, No. 3",4/4,[],,184.0,1894
610,"Scriabin, Alexander",http://kern.ccarh.org/cgi-bin/ksdata?location=users/craig/classical/scriabin/op65&file=etude65-3.krn&format=info,103.50826289963965,../data/output/f38d20c4731a1256b9d3cb4f4b62eb0f8ace6899.xml,,False,d minor,"Etude Op. 65, No. 3",4/4,[],,144.0,1911-1912
611,"Grieg, Edvard",http://kern.humdrum.org/cgi-bin/ksdata?file=op07-1.krn&l=users/craig/classical/grieg/op07&format=info,274.9090909090909,../data/output/27c5556cf82b3420c9bd407dcbd8dbcf544f1470.xml,,False,e minor,Sonata in E minor,4/4,[],,110.0,1865-1867
612,"Joplin, Scott",http://kern.humdrum.org/cgi-bin/ksdata?file=something.krn&l=users/craig/ragtime/joplin&format=info,177.6,../data/output/3960ff21bfe3c756479fa129d8215dbbf79a90cf.xml,,False,F major,Something Doing,4/4,[],,100.0,1903
613,"Joplin, Scott",http://kern.humdrum.org/cgi-bin/ksdata?file=school.krn&l=users/craig/ragtime/joplin&format=info,76.8,../data/output/2f34b65c9eb72f53255ea2ef32c00be000fa38a8.xml,,False,C major,School of Ragtime,4/4,[],,100.0,1906
614,"Joplin, Scott",http://kern.humdrum.org/cgi-bin/ksdata?file=peacherine.krn&l=users/craig/ragtime/joplin&format=info,177.6,../data/output/735ff3ba789ceae5963cfa80fc5965fa99b77228.xml,,False,E- major,Peacherine Rag,4/4,[],,100.0,1901
615,"Joplin, Scott",http://kern.humdrum.org/cgi-bin/ksdata?file=felicity.krn&l=users/craig/ragtime/joplin&format=info,163.2,../data/output/d1dc7aa49170c759af9755b3ec3e8d27935ad261.xml,,False,C major,Felicity Rag,4/4,[],,100.0,1911
616,"Joplin, Scott",http://kern.humdrum.org/cgi-bin/ksdata?file=eugenia.krn&l=users/craig/ragtime/joplin&format=info,218.66666666666666,../data/output/3cfe2a91a647b53d39c76a193e172b5d482c57f6.xml,,False,B- major,Eugenia,4/4,[],,90.0,1905
617,"Joplin, Scott",http://kern.humdrum.org/cgi-bin/ksdata?file=elite.krn&l=users/craig/ragtime/joplin&format=info,177.6,../data/output/1c6fb481ba3a7cec8ba5194430c2bd3f68666061.xml,,False,F major,Elite Syncopations Rag,4/4,[],,100.0,1902
618,"Joplin, Scott",http://kern.humdrum.org/cgi-bin/ksdata?file=winners.krn&l=users/craig/ragtime/joplin&format=info,202.66666666666666,../data/output/f0578ed52b12d26588cfdfcec6e166925bcb3952.xml,,False,A- major,Eugenia,4/4,[],,90.0,1901
619,"Scarlatti, Domenico",http://kern.humdrum.org/cgi-bin/ksdata?file=L166K085.krn&l=users/craig/classical/scarlatti/longo&format=info,188.57142857142856,../data/output/9fa36529f99c7700aaa454ecb0bf020d87c871c3.xml,,False,C major,"Sonata in F Major, K.85, L.166",4/4,[],,126.0,
620,"Scriabin, Alexander",http://kern.ccarh.org/cgi-bin/ksdata?location=users/craig/classical/scriabin/op2&file=etude2-1.krn&format=info,88.04347826086956,../data/output/bd5b0d48c4f11614d12af67eb5d03d964070845e.xml,,False,c# minor,"Etude Op. 2, No. 1",4/4,[],,92.0,1887
621,"Scriabin, Alexander",http://kern.ccarh.org/cgi-bin/ksdata?location=users/craig/classical/scriabin/op11&file=op11n4.krn&format=info,120.0,../data/output/9f900dd904c27e2c0864b028071015cb4d967d4f.xml,,False,e minor,Prelude No. 4,4/4,[],,72.0,1888
622,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata31-3.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,495.68181818181813,../data/output/42743af2d771c2a575f5826269d1a496bc609d51.xml,,False,A- major,Piano Sonata no. 31 in A-flat major,4/4,[],,60.0,1821-1822
623,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata30-3.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,570.3571428571429,../data/output/0d9916968ec128fdf3511b5997bedd6930fba2d9.xml,,False,E major,"Piano Sonata no. 30, mvmt. 2",4/4,[],,84.0,1820
624,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata32-2.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,768.75,../data/output/9d92bbe6f90cad46c7e26970b486ca06000bcd27.xml,,False,C major,Piano Sonata no. 32 in C minor,4/4,[],,40.0,1821-1822
625,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata31-1.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,290.0,../data/output/0139df068310e5a9b2863c8a15734f34299acae3.xml,,False,A- major,Piano Sonata no. 31 in A-flat major,4/4,[],,72.0,1821-1822
626,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata29-4.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,621.0,../data/output/4bb6d0d7bcb7eb23626525c822c32807fb4a984b.xml,,False,B- major,"Piano Sonata no. 29 in B-flat major (""Hammerklavier"")",4/4,[],,120.0,
627,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata28-3.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,73.00625,../data/output/cefc9a0ed67ed971de9b34ff9d085a1650fa5b5c.xml,,False,a minor,Piano Sonata no. 28 in A major,4/4,[],,60.0,
628,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata28-1.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,158.27586206896552,../data/output/ff158d506eb377c8d71f09eb49b04d2355ef04ca.xml,,False,A major,Piano Sonata no. 28 in A major,4/4,[],,116.0,
629,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata29-3.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,731.7391304347826,../data/output/8ef7d40a33df9e32cca5008001ed7205a6f76e35.xml,,False,f# minor,"Piano Sonata no. 29 in B-flat major (""Hammerklavier"")",4/4,[],,46.0,
630,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata28-2.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,298.50078125,../data/output/1e52e2cf2328fccd60dbbbd9fa6cfb3303c63970.xml,,True,F major,Piano Sonata no. 28 in A major,4/4,[],,160.0,
631,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata26-2.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,93.33333333333334,../data/output/433fe7b1552a585b35db68857e3f0fd48b4b0b6f.xml,,False,c minor,"Piano Sonata no. 26 in E-flat major (""Les Adieux"")",4/4,[],,54.0,1809-1810
632,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata27-2.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,316.3636363636363,../data/output/da8bb068177c33857deffa4ea3f68b53d0bdd9f2.xml,,False,E major,Piano Sonata no. 27 in E minor,4/4,[],,110.0,1814
633,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata18-3.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,175.5,../data/output/8cbe8f5a9bffa8ebe83519895a0aa056f8ffd280.xml,,False,E- major,"Piano Sonata no. 18 in E-flat major (""The Hunt"")",4/4,[],,120.0,1794-1795
634,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata19-2.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,213.91304347826087,../data/output/9add28398bcc3e39fe4add22c1a63ba2238950d9.xml,,False,G major,Piano Sonata No. 19 in G minor,4/4,[],,138.0,~1797
635,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata19-1.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,204.28571428571428,../data/output/4a10362606305fda530c7a5532ff21bb2500ec72.xml,,False,g minor,Piano Sonata No. 19 in G minor,4/4,[],,84.0,~1797
636,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata17-2.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,309.0,../data/output/4b2cb278fc2090f1a0e298b949c345e40e735e13.xml,,False,B- major,"Piano Sonata no. 17 in D minor (""Tempest"")",4/4,[],,60.0,
637,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata17-3.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,382.5,../data/output/3c87efee3d5c5b04265de8a2a6b4da1844a8c929.xml,,False,d minor,"Piano Sonata no. 17 in D minor (""Tempest"")",4/4,[],,116.0,
638,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata16-2.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,510.0,../data/output/9fc7637f1213536b3420028946876fd66bde56b3.xml,,False,C major,Piano Sonata no. 16 in G major,4/4,[],,63.0,
639,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata13-4.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,282.20833333333337,../data/output/3fb60da469e4c0987203535857018a91f741cba7.xml,,False,E- major,"Piano Sonata no. 13 in E-flat major (""Quasi una fantasia"")",4/4,[],,144.0,
640,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata12-3.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,383.07692307692304,../data/output/ce26ffb00dfabead0dd440a4097ac90799622a42.xml,,False,g# minor,"Piano Sonata no. 12 in A-flat major (""Funeral March"")",4/4,[],,52.0,
641,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata12-1.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,273.75,../data/output/5a53d84f8049898c8ab6b28c88e2648a9af2b830.xml,,False,A- major,"Piano Sonata no. 12 in A-flat major (""Funeral March"")",4/4,[],,72.0,
642,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata11-4.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,284.2872023809524,../data/output/5f91a754c38cd98fb3975ea2356ffdd1ed4ad2d4.xml,,True,B- major,Piano Sonata no. 11 in B-flat major,4/4,[],,84.0,
643,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata11-2.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,346.5,../data/output/835221fd0268550803e3de26ef518df88c8b4c4d.xml,,False,E- major,Piano Sonata no. 11 in B-flat major,4/4,[],,60.0,
644,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata11-1.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,485.45454545454544,../data/output/78a1712d1ed0ea71fca2eb730bdfa0d86f05b622.xml,,False,B- major,Piano Sonata no. 11 in B-flat major,4/4,[],,132.0,
645,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata09-3.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,238.1818181818182,../data/output/7b548586d03747ac3c424573cc54274a9c3bda5c.xml,,False,E major,"Piano Sonata no. 9 in E major, mvmt. 2",4/4,[],,132.0,
646,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata10-2.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,270.0,../data/output/64b800868fe53746de7f186641a6b3cea415be2e.xml,,False,C major,Piano Sonata no. 10 in G major,4/4,[],,112.0,
647,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata10-1.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,303.46153846153845,../data/output/3ac0bbb4c366eb1c67f15d724d8b94d20e735f84.xml,,False,G major,Piano Sonata no. 10 in G major,4/4,[],,104.0,
648,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata07-4.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,226.0,../data/output/621420b3d19e6c0de8347e0c491e802feadb5771.xml,,False,D major,"Piano Sonata no. 7 in D major, mvmt. 4",4/4,[],,120.0,
649,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata07-2.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,391.5,../data/output/bce2ad9a61999219791edae1cd87ef292b262eb8.xml,,False,d minor,"Piano Sonata no. 7 in D major, mvmt. 2",4/4,[],,40.0,
650,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata04-2.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,368.18181818181813,../data/output/73f283e1c4f2d27072b0528abcba13e09a0ef980.xml,,False,C major,"Piano Sonata no. 4 in E-flat major (""Grand Sonata"")",4/4,[],,44.0,
651,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata05-2.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,258.05906593406587,../data/output/f37e3d04f25c58932b076d17e143c5b9dcb3b30e.xml,,False,A- major,Piano Sonata no. 5 in C Minor,4/4,[],,52.0,1795-1797
652,"Beethoven, Ludwig van",http://kern.humdrum.org/cgi-bin/ksdata?file=sonata04-4.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,416.0,../data/output/76b2be717192ef938cc64565658b2d3ab16a98dc.xml,,False,E- major,"Piano Sonata no. 4 in E-flat major (""Grand Sonata"")",4/4,[],,60.0,
653,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p23.krn&l=musedata/bach/keyboard/wtc&format=info,125.45454545454544,../data/output/cae436575bba126ddd2c8013e3e527bff6638db3.xml,Baroque,False,B major,Prelude,4/4,[],,88.0,1742
654,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f21.krn&l=musedata/bach/keyboard/wtc&format=info,160.96153846153845,../data/output/ab71b80ec0fc15b3758f3c1b0c45c15d580db98a.xml,Baroque,False,B- major,Fugue,4/4,[],,104.0,1742
655,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p22.krn&l=musedata/bach/keyboard/wtc&format=info,262.10526315789474,../data/output/9ce6c64df7ecdc742b04269bbec21fafa7bb3530.xml,Baroque,False,b- minor,Prelude,4/4,[],,76.0,1742
656,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f22.krn&l=musedata/bach/keyboard/wtc&format=info,293.2258064516129,../data/output/ec189ba8a3d94d82146d0a0ad3a88347c8b5f5dc.xml,Baroque,False,b- minor,Fugue,4/4,[],,124.0,1742
657,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f19.krn&l=musedata/bach/keyboard/wtc&format=info,108.75,../data/output/2c714a6e0eee7d1f72fd446915c64e3e7a8a5d8e.xml,Baroque,False,f# minor,Fugue,4/4,[],,64.0,1742
658,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f20.krn&l=musedata/bach/keyboard/wtc&format=info,120.0,../data/output/9cd751c4272f11a9ddc530ff7ce23300c7480d1a.xml,Baroque,False,a minor,Fugue,4/4,[],,56.0,1742
659,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p20.krn&l=musedata/bach/keyboard/wtc&format=info,333.9130434782609,../data/output/801e8e4fdc37761871c8a2f442ca5d301e321d8f.xml,Baroque,False,a minor,Prelude,4/4,[],,46.0,1742
660,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p19.krn&l=musedata/bach/keyboard/wtc&format=info,114.23076923076923,../data/output/a73891e44c29a9904147222872326977ae37a5e2.xml,Baroque,False,A major,Prelude,4/4,[],,104.0,1742
661,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f18.krn&l=musedata/bach/keyboard/wtc&format=info,207.58064516129033,../data/output/0b312b9bee672ccaaa624cefc3467c0f308df37e.xml,Baroque,False,g# minor,Fugue,4/4,[],,124.0,1742
662,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p17.krn&l=musedata/bach/keyboard/wtc&format=info,216.5625,../data/output/0d6a1e1455bc00e6a7a3425f8e926983cbd1b73f.xml,Baroque,False,A- major,Prelude,4/4,[],,64.0,1742
663,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f17.krn&l=musedata/bach/keyboard/wtc&format=info,184.6153846153846,../data/output/5d55da48690518d0ead7f78e4351fe57e7adb1a5.xml,Baroque,False,A- major,Fugue,4/4,[],,65.0,1742
664,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p21.krn&l=musedata/bach/keyboard/wtc&format=info,491.25,../data/output/8c9f115cf0886b001739b92e098999fa2b370b76.xml,Baroque,False,B- major,Prelude,4/4,[],,64.0,1742
665,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f16.krn&l=musedata/bach/keyboard/wtc&format=info,210.0,../data/output/e885ca6294a55c69d620b34b0716d27a8c60e07a.xml,Baroque,False,g minor,Fugue,4/4,[],,72.0,1742
666,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p18.krn&l=musedata/bach/keyboard/wtc&format=info,333.33333333333337,../data/output/ae56c46ae021ac1bb7438aac288e9e5468d83527.xml,Baroque,False,g# minor,Prelude,4/4,[],,72.0,1742
667,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p16.krn&l=musedata/bach/keyboard/wtc&format=info,140.0,../data/output/138849f7d74383cfe1ccb9cf961a981645b577e6.xml,Baroque,False,g minor,Prelude,4/4,[],,36.0,1742
668,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f14.krn&l=musedata/bach/keyboard/wtc&format=info,231.46469968387774,../data/output/92376145d2621cbb194cdb0560c5255b5950e614.xml,Baroque,False,f# minor,Fugue,4/4,[],,73.0,1742
669,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f15.krn&l=musedata/bach/keyboard/wtc&format=info,83.92761752136752,../data/output/557acb58eb6c0432f47d28edcab5420b4ee4cf97.xml,Baroque,False,G major,Fugue,4/4,[],,78.0,1742
670,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p15.krn&l=musedata/bach/keyboard/wtc&format=info,200.93023255813955,../data/output/71656b852e8afdfd575174cbcbe7fa3ff99f8f11.xml,Baroque,False,G major,Prelude,4/4,[],,86.0,1742
671,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p14.krn&l=musedata/bach/keyboard/wtc&format=info,152.50967262482249,../data/output/944fbe46a9f401f0429c821b8702502773754997.xml,Baroque,False,f# minor,Prelude,4/4,[],,53.0,1742
672,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f12.krn&l=musedata/bach/keyboard/wtc&format=info,134.21052631578948,../data/output/7f17bd57a53ce7251c38f0795d16ad74b4d9a021.xml,Baroque,False,f minor,Fugue,4/4,[],,76.0,1742
673,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f13.krn&l=musedata/bach/keyboard/wtc&format=info,173.79310344827587,../data/output/94a8cfa42a2960fe20ad18057c3ead3559fca55c.xml,Baroque,False,F# major,Fugue,4/4,[],,116.0,1742
674,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p13.krn&l=musedata/bach/keyboard/wtc&format=info,190.0,../data/output/a0dbb4319beee750ccc7ce28a98c5c9492b98d86.xml,Baroque,False,F# major,Prelude,4/4,[],,72.0,1742
675,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f10.krn&l=musedata/bach/keyboard/wtc&format=info,218.73426573426573,../data/output/43908d0d5396d8a23c028f7721f96866e0d2e3dd.xml,Baroque,False,e minor,Fugue,4/4,[],,104.0,1742
676,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p12.krn&l=musedata/bach/keyboard/wtc&format=info,265.2173913043478,../data/output/95384ac4ace751ab579bd16d7c23df359a5fff20.xml,Baroque,False,f minor,Prelude,4/4,[],,69.0,1742
677,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f11.krn&l=musedata/bach/keyboard/wtc&format=info,113.84615384615385,../data/output/2637c9a06ead4a2069436e034875972540883b2f.xml,Baroque,False,F major,Fugue,4/4,[],,78.0,1742
678,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p11.krn&l=musedata/bach/keyboard/wtc&format=info,216.0,../data/output/62c39b9cf226cf0f96d46c0d3aef549cc5cf56e7.xml,Baroque,False,d minor,Prelude,4/4,[],,120.0,1742
679,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f08.krn&l=musedata/bach/keyboard/wtc&format=info,160.0,../data/output/61df79f5023c45e523f06ee40034319a64aadd47.xml,Baroque,False,e- minor,Fugue,4/4,[],,69.0,1742
680,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p10.krn&l=musedata/bach/keyboard/wtc&format=info,55.6578947368421,../data/output/39dabcbc93e11124e967ca4e4530d892722fdf46.xml,Baroque,False,b minor,Prelude,4/4,[],,76.0,1742
681,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f09.krn&l=musedata/bach/keyboard/wtc&format=info,161.25,../data/output/272accaf30caad599263258ed18a50bccc5faa72.xml,Baroque,False,E major,Fugue,4/4,[],,128.0,1742
682,"Bach, Johann Sebastian",http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p08.krn&l=musedata/bach/keyboard/wtc&format=info,227.3684210526316,../data/output/848073e211a9d3fd6e244e142a26cc17620b2fec.xml,Baroque,False,e- minor,Prelude,4/4,[],,76.0,1742
